task_id,user_id,task_type,offloaded,edge_id,arrival_time,finish_time,inter_arrival_ms,latency_ms,waiting_ms,proc_ms,tx_delay_ms,transit_ms,channel_rate_mbps,cycles_total,split_ratio,cycles_local,cycles_edge,local_ratio,edge_ratio,finish_time_edge
207,0,Heavy,1,1,20.7,28.4368,,7736.83,1600.0,1116.83,1577.11,5020.0,5.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,27.2513
200,5,Heavy,1,1,20.19,28.4489,,8258.93,1610.0,1208.93,390.8,5440.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,26.8068
233,4,Medium,1,0,21.68,28.7079,,7027.86,2450.0,667.86,166.0,3910.0,10.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,26.3003
219,2,Heavy,1,1,21.49,28.8333,,7343.33,2700.0,1203.33,710.8,3440.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,25.8652
239,5,Medium,1,0,22.31,29.1489,,6838.93,1890.0,708.93,149.6,4240.0,10.0,1000000000.0,0.3,700000000.0,300000000.0,0.7,0.3,27.4063
185,3,Heavy,1,1,19.68,29.2044,,9524.35,1750.0,1274.35,646.36,6500.0,10.0,2000000000.0,0.3636,1272727272.7272727,727272727.2727273,0.6364,0.3636,28.0685
252,1,Heavy,1,0,22.67,29.6701,,7000.05,1570.0,1400.05,585.2,4030.0,5.0,2000000000.0,0.3,1400000000.0,600000000.0,0.7,0.3,27.6447
244,0,Heavy,1,0,22.44,29.7096,,7269.55,3760.0,1279.55,355.45,2230.0,10.0,2000000000.0,0.3636,1272727272.7272727,727272727.2727273,0.6364,0.3636,25.5684
234,4,Heavy,1,1,21.68,29.9079,,8227.86,2560.0,1207.86,710.8,4460.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,27.7048
308,4,Light,1,0,26.63,30.0925,,3462.47,3260.0,192.47,5.08,10.0,10.0,300000000.0,0.3846,184615384.61538464,115384615.38461539,0.6154,0.3846,27.4447
258,2,Heavy,1,0,23.37,30.1667,,6796.67,4110.0,1336.67,326.0,1350.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,25.7906
253,1,Medium,1,0,22.67,30.3367,,7666.72,3230.0,666.72,330.0,3770.0,5.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,27.0396
240,5,Heavy,1,1,22.31,30.4217,,8111.66,2090.0,1281.66,646.36,4740.0,10.0,2000000000.0,0.3636,1272727272.7272727,727272727.2727273,0.6364,0.3636,28.7958
186,3,Heavy,1,0,19.68,30.4351,,10755.12,3290.0,1235.12,375.85,6230.0,10.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,26.5952
302,3,Light,1,1,25.75,30.628,,4877.98,4670.0,197.98,4.86,10.0,10.0,300000000.0,0.3571,192857142.85714284,107142857.14285715,0.6429,0.3571,27.3048
259,2,Medium,1,1,23.37,30.7821,,7412.05,5570.0,622.05,191.23,1220.0,10.0,1000000000.0,0.3846,615384615.3846154,384615384.61538464,0.6154,0.3846,25.4652
245,0,Heavy,1,1,22.44,30.8762,,8436.22,4640.0,1176.22,740.33,2620.0,10.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,26.2818
296,2,Light,1,0,25.69,30.9667,,5276.67,5080.0,186.67,8.15,10.0,5.0,300000000.0,0.3846,184615384.61538464,115384615.38461539,0.6154,0.3846,26.3388
283,0,Light,1,1,25.47,31.0262,,5556.22,5390.0,156.22,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,26.3568
309,4,Heavy,1,1,26.63,31.2353,,4605.33,3040.0,1145.33,418.57,420.0,10.0,2000000000.0,0.4286,1142857142.8571427,857142857.1428571,0.5714,0.4286,29.2243
227,3,Medium,1,1,21.67,31.2434,,9573.37,3500.0,623.37,191.23,5450.0,10.0,1000000000.0,0.3846,615384615.3846154,384615384.61538464,0.6154,0.3846,29.4166
213,1,Heavy,1,1,20.93,31.5867,,10656.72,910.0,1256.72,1331.0,8490.0,5.0,2000000000.0,0.375,1250000000.0,750000000.0,0.625,0.375,31.0916
278,5,Heavy,1,1,25.01,31.6944,,6684.38,3470.0,1274.38,355.45,1940.0,10.0,2000000000.0,0.3636,1272727272.7272727,727272727.2727273,0.6364,0.3636,28.4321
284,0,Heavy,1,0,25.47,32.0262,,6556.22,5060.0,1006.22,488.0,490.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,26.9285
297,2,Heavy,1,0,25.69,32.1667,,6476.67,4490.0,1206.67,779.6,780.0,5.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,27.3063
322,0,Light,1,0,29.12,32.2062,,3086.22,2890.0,186.22,8.4,10.0,5.0,300000000.0,0.4,180000000.0,120000000.0,0.6,0.4,29.6745
279,5,Medium,1,0,25.01,32.3098,,7299.77,4900.0,619.77,191.23,1780.0,10.0,1000000000.0,0.3846,615384615.3846154,384615384.61538464,0.6154,0.3846,28.0806
270,4,Heavy,1,0,23.93,32.3464,,8416.44,2310.0,1116.44,866.0,4990.0,5.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,29.2163
228,3,Heavy,1,0,21.67,32.4434,,10773.37,3600.0,1203.37,710.8,5970.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,28.3473
214,1,Heavy,1,1,20.93,32.7867,,11856.72,2720.0,1206.72,779.6,7930.0,5.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,30.2166
265,3,Medium,1,0,23.56,32.8878,,9327.81,3950.0,447.81,548.67,4930.0,5.0,1000000000.0,0.5556,444444444.4444444,555555555.5555556,0.4444,0.5556,28.6752
179,2,Heavy,1,0,19.59,33.2436,,13653.59,5390.0,1083.59,450.62,7180.0,10.0,2000000000.0,0.4615,1076923076.9230769,923076923.0769231,0.5385,0.4615,27.9524
323,0,Heavy,1,0,29.12,33.3729,,4252.89,2260.0,1172.89,812.0,820.0,5.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,30.6826
271,4,Heavy,1,0,23.93,33.4373,,9507.35,2670.0,1097.35,1612.91,5740.0,5.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,29.9775
201,5,Heavy,1,1,20.19,33.5098,,13319.77,3450.0,1209.77,390.8,8660.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,29.8166
347,4,Light,1,0,30.78,33.6088,,2828.78,2640.0,178.78,5.43,10.0,10.0,300000000.0,0.4286,171428571.42857143,128571428.57142857,0.5714,0.4286,30.8329
314,5,Light,1,0,28.61,33.6848,,5074.77,4880.0,184.77,5.33,10.0,10.0,300000000.0,0.4167,174999999.99999997,125000000.0,0.5833,0.4167,28.7169
220,2,Medium,1,0,21.49,33.789,,12299.04,4170.0,549.04,225.64,7580.0,10.0,1000000000.0,0.4545,545454545.4545454,454545454.5454545,0.5455,0.4545,29.6345
266,3,Heavy,1,0,23.56,33.7969,,10236.9,3000.0,916.9,1935.09,6320.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,30.3411
355,5,Light,1,0,31.49,33.8514,,2361.43,2180.0,171.43,5.56,10.0,10.0,300000000.0,0.4444,166666666.6666667,133333333.33333333,0.5556,0.4444,31.9911
246,0,Medium,1,0,22.44,33.8729,,11432.89,1990.0,502.89,494.0,8940.0,5.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,31.5467
340,3,Light,1,0,30.36,33.9169,,3556.9,3420.0,126.9,6.8,10.0,10.0,300000000.0,0.6,120000000.0,180000000.0,0.4,0.6,30.7426
290,1,Heavy,1,0,25.55,33.9867,,8436.72,3720.0,1206.72,779.6,3510.0,5.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,29.483
310,4,Medium,1,1,26.63,34.1088,,7478.78,1860.0,508.78,494.0,5110.0,5.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,31.99
291,1,Medium,1,0,25.55,34.5701,,9020.05,5280.0,590.05,412.0,3150.0,5.0,1000000000.0,0.4167,583333333.3333333,416666666.6666667,0.5833,0.4167,28.8557
328,1,Light,1,1,29.47,34.7064,,5236.42,5080.0,136.42,10.73,20.0,5.0,300000000.0,0.5455,136363636.36363637,163636363.63636363,0.4545,0.5455,31.1735
221,2,Heavy,1,1,21.49,34.789,,13299.04,4450.0,1009.04,488.0,7840.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,30.7166
303,3,Heavy,1,0,25.75,34.8058,,9055.79,2190.0,895.79,1082.0,5970.0,5.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,32.4115
247,0,Heavy,1,0,22.44,34.8729,,12432.89,2010.0,1002.89,974.0,9420.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,32.7948
334,2,Light,1,0,29.87,34.8981,,5028.14,4900.0,118.14,7.09,10.0,10.0,300000000.0,0.6364,109090909.0909091,190909090.9090909,0.3636,0.6364,30.4048
361,0,Light,1,0,31.6,35.0229,,3422.89,3260.0,152.89,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,32.0411
311,4,Heavy,1,1,26.63,35.1088,,8478.78,1080.0,1008.78,1774.0,6390.0,5.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,34.3233
280,5,Heavy,1,1,25.01,35.1848,,10174.77,940.0,1334.77,592.67,7900.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,33.8233
388,4,Light,1,0,32.87,35.2373,,2367.35,2220.0,137.35,6.57,10.0,10.0,300000000.0,0.5714,128571428.57142858,171428571.42857143,0.4286,0.5714,33.0883
304,3,Medium,1,0,25.75,35.2603,,9510.33,3630.0,460.33,538.73,5420.0,5.0,1000000000.0,0.5455,454545454.54545456,545454545.4545454,0.4545,0.5455,31.3518
394,5,Light,1,0,33.29,35.2848,,1994.77,1880.0,104.77,7.33,10.0,10.0,300000000.0,0.6667,100000000.00000001,200000000.0,0.3333,0.6667,33.5556
382,3,Light,1,0,32.16,35.3967,,3236.7,3090.0,136.7,6.36,10.0,10.0,300000000.0,0.5455,136363636.36363637,163636363.63636363,0.4545,0.5455,32.8494
329,1,Heavy,1,1,29.47,35.6295,,6159.49,4180.0,929.49,1048.77,1050.0,5.0,2000000000.0,0.5385,923076923.0769231,1076923076.9230769,0.4615,0.5385,31.7119
260,2,Heavy,1,1,23.37,35.6981,,12328.14,3030.0,808.14,1065.2,8490.0,10.0,2000000000.0,0.6,800000000.0,1200000000.0,0.4,0.6,32.6718
272,4,Medium,1,0,23.93,35.7929,,11862.91,1560.0,562.91,220.67,9740.0,10.0,1000000000.0,0.4444,555555555.5555556,444444444.4444444,0.5556,0.4444,33.8181
375,2,Light,1,0,31.83,35.8481,,4018.14,3850.0,158.14,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,32.4615
362,0,Heavy,1,1,31.6,35.932,,4331.98,2880.0,911.98,532.18,540.0,10.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,33.2173
298,2,Medium,1,1,25.69,36.3027,,10612.68,3390.0,462.68,270.36,6760.0,10.0,1000000000.0,0.5455,454545454.54545456,545454545.4545454,0.4545,0.5455,33.49
285,0,Medium,1,0,25.47,36.3865,,10916.52,3620.0,456.52,270.36,6840.0,10.0,1000000000.0,0.5455,454545454.54545456,545454545.4545454,0.4545,0.5455,33.0312
254,1,Heavy,1,0,22.67,36.4295,,13759.49,4210.0,809.49,1065.2,8740.0,10.0,2000000000.0,0.6,800000000.0,1200000000.0,0.4,0.6,31.9467
367,1,Light,1,1,31.78,36.5659,,4785.86,4630.0,145.86,6.36,10.0,10.0,300000000.0,0.5455,136363636.36363637,163636363.63636363,0.4545,0.5455,32.0718
315,5,Heavy,1,1,28.61,36.5348,,7957.38,850.0,1254.77,731.0,5820.0,5.0,2000000000.0,0.375,1250000000.0,750000000.0,0.625,0.375,36.5674
341,3,Heavy,1,1,30.36,36.7967,,6436.7,1170.0,1406.7,293.6,3860.0,10.0,2000000000.0,0.3,1400000000.0,600000000.0,0.7,0.3,35.7924
273,4,Heavy,1,1,23.93,36.7929,,12862.91,1860.0,1002.91,488.0,10000.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,35.4924
286,0,Heavy,1,1,25.47,37.2199,,11749.86,3310.0,839.86,1035.67,7600.0,10.0,2000000000.0,0.5833,833333333.3333333,1166666666.6666667,0.4167,0.5833,34.9067
299,2,Heavy,1,0,25.69,37.2258,,11535.76,3170.0,925.76,956.15,7440.0,10.0,2000000000.0,0.5385,923076923.0769231,1076923076.9230769,0.4615,0.5385,33.489
414,2,Light,1,0,34.63,37.3972,,2767.19,2580.0,177.19,5.43,10.0,10.0,300000000.0,0.4286,171428571.42857143,128571428.57142857,0.5714,0.4286,34.6829
342,3,Medium,1,0,30.36,37.4634,,7103.37,2700.0,673.37,166.0,3730.0,10.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,34.5122
324,0,Medium,1,0,29.12,37.5532,,8433.19,3170.0,343.19,658.0,4920.0,5.0,1000000000.0,0.6667,333333333.3333334,666666666.6666666,0.3333,0.6667,34.2622
348,4,Heavy,1,0,30.78,37.6818,,6901.79,2090.0,891.79,1082.0,3920.0,5.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,35.0704
316,5,Heavy,1,0,28.61,37.7348,,9124.77,1420.0,1204.77,1419.6,6500.0,5.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,35.712
292,1,Heavy,1,0,25.55,37.7659,,12632.7,560.0,1205.86,1419.6,10450.0,5.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,38.1827
325,0,Heavy,1,0,29.12,38.2805,,9160.46,1910.0,730.46,2257.27,6520.0,5.0,2000000000.0,0.6364,727272727.2727273,1272727272.7272727,0.3636,0.6364,37.7825
402,0,Light,1,1,33.69,38.409,,4719.03,4570.0,129.03,11.14,20.0,5.0,300000000.0,0.5714,128571428.57142858,171428571.42857143,0.4286,0.5714,34.9924
222,2,Heavy,1,0,21.49,38.54,,17050.04,2180.0,1150.04,418.57,13720.0,10.0,2000000000.0,0.4286,1142857142.8571427,857142857.1428571,0.5714,0.4286,35.9978
349,4,Heavy,1,0,30.78,38.5909,,7810.89,2130.0,910.89,1935.09,4770.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,37.0249
293,1,Heavy,1,0,25.55,38.9325,,13382.52,2360.0,1172.52,812.0,9850.0,5.0,2000000000.0,0.4167,1166666666.6666665,833333333.3333334,0.5833,0.4167,36.5422
356,5,Heavy,1,1,31.49,38.9348,,7444.77,3470.0,1204.77,390.8,2770.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,36.1924
305,3,Heavy,1,1,25.75,38.9634,,13213.37,1740.0,1503.37,445.0,9970.0,10.0,2000000000.0,0.25,1500000000.0,500000000.0,0.75,0.25,38.072
408,1,Light,1,1,34.59,39.0941,,4504.06,4330.0,164.06,5.69,10.0,10.0,300000000.0,0.4615,161538461.53846154,138461538.46153846,0.5385,0.4615,36.6366
403,0,Heavy,1,0,33.69,39.284,,5594.03,3610.0,884.03,1095.5,1100.0,5.0,2000000000.0,0.5625,875000000.0,1125000000.0,0.4375,0.5625,35.4454
357,5,Medium,1,0,31.49,39.5181,,8028.1,4860.0,588.1,207.0,2580.0,10.0,1000000000.0,0.4167,583333333.3333333,416666666.6666667,0.5833,0.4167,34.4011
335,2,Heavy,1,0,29.87,39.74,,9870.04,3240.0,1200.04,390.8,5430.0,10.0,2000000000.0,0.4,1200000000.0,800000000.0,0.6,0.4,36.2644
330,1,Medium,1,0,29.47,39.7816,,10311.56,3300.0,691.56,155.75,6320.0,10.0,1000000000.0,0.3125,687500000.0,312500000.0,0.6875,0.3125,37.8866
389,4,Heavy,1,1,32.87,39.9242,,7054.22,3020.0,1334.22,326.0,2700.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,37.822
248,0,Heavy,1,1,22.44,40.284,,17844.03,3910.0,1004.03,488.0,12930.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,37.3554
336,2,Medium,1,1,29.87,40.3025,,10432.54,4620.0,562.54,217.25,5250.0,10.0,1000000000.0,0.4375,562500000.0,437500000.0,0.5625,0.4375,36.8554
383,3,Heavy,1,0,32.16,40.5348,,8374.79,3340.0,1574.79,210.29,3460.0,10.0,2000000000.0,0.2143,1571428571.4285715,428571428.57142854,0.7857,0.2143,37.3582
390,4,Medium,1,0,32.87,40.5671,,7697.08,4500.0,647.08,177.71,2550.0,10.0,1000000000.0,0.3571,642857142.8571428,357142857.14285713,0.6429,0.3571,36.6612
363,0,Medium,1,0,31.6,40.934,,9334.03,4160.0,654.03,174.2,4520.0,10.0,1000000000.0,0.35,650000000.0,350000000.0,0.65,0.35,38.2994
395,5,Heavy,1,0,33.29,40.9467,,7656.67,3940.0,1436.67,279.71,2280.0,10.0,2000000000.0,0.2857,1428571428.5714285,571428571.4285713,0.7143,0.2857,37.2154
331,1,Heavy,1,1,29.47,41.0757,,11605.68,3520.0,1295.68,627.41,6790.0,10.0,2000000000.0,0.3529,1294117647.0588233,705882352.9411765,0.6471,0.3529,39.2861
384,3,Medium,1,1,32.16,41.2681,,9108.13,4990.0,738.13,133.2,3380.0,10.0,1000000000.0,0.2667,733333333.3333334,266666666.66666666,0.7333,0.2667,37.4887
420,3,Light,1,0,35.86,41.4799,,5619.89,5390.0,219.89,4.35,10.0,10.0,300000000.0,0.2941,211764705.88235292,88235294.11764707,0.7059,0.2941,37.916
376,2,Heavy,1,0,31.83,41.5967,,9766.66,4100.0,1296.66,345.06,4370.0,10.0,2000000000.0,0.3529,1294117647.0588233,705882352.9411765,0.6471,0.3529,38.5347
274,4,Heavy,1,1,23.93,42.0337,,18103.74,3490.0,1473.74,261.2,13140.0,10.0,2000000000.0,0.2667,1466666666.6666667,533333333.3333333,0.7333,0.2667,39.9337
364,0,Heavy,1,1,31.6,42.1721,,10572.13,4310.0,1242.13,677.05,5020.0,10.0,2000000000.0,0.381,1238095238.0952382,761904761.9047619,0.619,0.381,39.667
377,2,Medium,1,1,31.83,42.2078,,10377.77,5540.0,617.77,193.33,4220.0,10.0,1000000000.0,0.3889,611111111.1111112,388888888.8888889,0.6111,0.3889,38.5998
426,4,Light,1,0,37.21,42.24,,5029.99,4810.0,209.99,4.5,10.0,10.0,300000000.0,0.3125,206250000.0,93750000.0,0.6875,0.3125,38.7742
396,5,Heavy,1,1,33.29,42.28,,8990.01,5050.0,1340.01,592.67,2600.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,38.4054
440,0,Light,1,1,37.85,42.3721,,4522.13,4310.0,202.13,4.67,10.0,10.0,300000000.0,0.3333,200000000.00000003,100000000.0,0.6667,0.3333,40.8685
368,1,Heavy,1,0,31.78,42.4507,,10670.68,3890.0,1380.68,609.5,5400.0,5.0,2000000000.0,0.3125,1375000000.0,625000000.0,0.6875,0.3125,38.743
434,5,Light,1,0,37.38,42.48,,5100.01,4890.0,200.01,4.67,10.0,10.0,300000000.0,0.3333,200000000.00000003,100000000.0,0.6667,0.3333,38.8076
421,3,Heavy,1,1,35.86,42.8132,,6953.23,5280.0,1343.23,326.0,330.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,38.9331
350,4,Medium,1,0,30.78,42.9323,,12152.3,3320.0,702.3,304.77,8130.0,5.0,1000000000.0,0.3077,692307692.3076923,307692307.6923077,0.6923,0.3077,39.8054
404,0,Medium,1,0,33.69,43.0388,,9348.8,2910.0,668.8,166.0,5770.0,10.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,40.1816
415,2,Heavy,1,0,34.63,43.5828,,8952.77,4490.0,1382.77,305.75,3080.0,10.0,2000000000.0,0.3125,1375000000.0,625000000.0,0.6875,0.3125,39.0159
435,5,Heavy,1,1,37.38,43.73,,6350.01,4730.0,1250.01,366.5,370.0,10.0,2000000000.0,0.375,1250000000.0,750000000.0,0.625,0.375,40.4852
369,1,Heavy,1,0,31.78,43.784,,12004.01,4690.0,1334.01,1183.33,5980.0,5.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,39.2381
446,1,Light,1,0,37.93,43.9781,,6048.13,5840.0,198.13,4.82,10.0,10.0,300000000.0,0.3529,194117647.0588235,105882352.94117647,0.6471,0.3529,39.2734
416,2,Medium,1,1,34.63,44.2298,,9599.83,6000.0,649.83,175.65,2950.0,10.0,1000000000.0,0.3529,647058823.5294117,352941176.47058827,0.6471,0.3529,40.1102
343,3,Heavy,1,0,30.36,44.225,,13864.99,4810.0,1414.99,523.18,7640.0,10.0,2000000000.0,0.2941,1411764705.8823528,588235294.117647,0.7059,0.2941,39.4695
405,0,Heavy,1,1,33.69,44.2696,,10579.56,3050.0,1239.56,683.54,6290.0,10.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,41.4198
351,4,Heavy,1,0,30.78,44.2656,,13485.63,3670.0,1335.63,650.0,8480.0,5.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,40.0705
477,0,Light,1,1,41.16,44.3981,,3238.14,3090.0,138.14,6.57,10.0,10.0,300000000.0,0.5714,128571428.57142858,171428571.42857143,0.4286,0.5714,41.6105
317,5,Medium,1,1,28.61,44.3967,,15786.67,5820.0,666.67,166.0,9300.0,10.0,1000000000.0,0.3333,666666666.6666667,333333333.3333333,0.6667,0.3333,41.0352
453,2,Light,1,0,38.96,44.4013,,5441.26,5250.0,181.26,5.43,10.0,10.0,300000000.0,0.4286,171428571.42857143,128571428.57142857,0.5714,0.4286,39.8483
409,1,Heavy,1,0,34.59,45.2089,,10618.9,4120.0,1238.9,749.69,5260.0,5.0,2000000000.0,0.3846,1230769230.7692308,769230769.2307693,0.6154,0.3846,40.5713
478,0,Heavy,1,0,41.16,45.287,,4127.02,2680.0,897.02,542.0,550.0,10.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,42.25
391,4,Heavy,1,0,32.87,45.3767,,12506.74,2900.0,1116.74,789.56,8490.0,10.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,41.8796
337,2,Heavy,1,0,29.87,45.4013,,15531.26,3200.0,1001.26,888.0,11330.0,10.0,2000000000.0,0.5,1000000000.0,1000000000.0,0.5,0.5,41.5333
489,2,Light,1,1,41.66,45.487,,3826.97,3730.0,86.97,7.71,10.0,10.0,300000000.0,0.7143,85714285.71428572,214285714.2857143,0.2857,0.7143,41.7771
465,4,Light,1,0,40.76,45.5101,,4750.08,4590.0,140.08,10.89,20.0,5.0,300000000.0,0.5556,133333333.33333333,166666666.6666667,0.4444,0.5556,40.9672
344,3,Heavy,1,1,30.36,45.5583,,15198.32,6420.0,1338.32,326.0,7440.0,10.0,2000000000.0,0.3333,1333333333.3333335,666666666.6666666,0.6667,0.3333,40.8185
459,3,Light,1,0,40.14,45.6947,,5554.69,5400.0,144.69,6.36,10.0,10.0,300000000.0,0.5455,136363636.36363637,163636363.63636363,0.4545,0.5455,40.6259
318,5,Heavy,1,0,28.61,45.6967,,17086.67,6300.0,1306.67,342.2,9480.0,10.0,2000000000.0,0.35,1300000000.0,700000000.0,0.65,0.35,39.7028
410,1,Medium,1,0,34.59,45.8089,,11218.9,5700.0,608.9,395.6,4910.0,5.0,1000000000.0,0.4,600000000.0,400000000.0,0.6,0.4,40.3149
483,1,Light,1,0,41.28,45.9589,,4678.9,4510.0,158.9,6.0,10.0,10.0,300000000.0,0.5,150000000.0,150000000.0,0.5,0.5,41.5833
378,2,Heavy,1,0,31.83,46.237,,14406.97,2160.0,756.97,1109.5,11490.0,10.0,2000000000.0,0.625,750000000.0,1250000000.0,0.375,0.625,43.933
441,0,Heavy,1,0,37.85,46.3981,,8548.14,2460.0,1118.14,434.0,4970.0,10.0,2000000000.0,0.4444,1111111111.1111112,888888888.8888888,0.5556,0.4444,43.1163
466,4,Heavy,1,0,40.76,46.4192,,5659.17,3680.0,909.17,1062.36,1070.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,42.6136
504,4,Light,1,1,42.13,46.4942,,4364.17,4270.0,84.17,8.0,10.0,10.0,300000000.0,0.75,75000000.0,225000000.0,0.25,0.75,42.2525
370,1,Medium,1,1,31.78,46.5145,,14734.46,1930.0,564.46,220.67,12240.0,10.0,1000000000.0,0.4444,555555555.5555556,444444444.4444444,0.5556,0.4444,45.3147
385,3,Heavy,1,1,32.16,46.5836,,14423.58,3430.0,893.58,986.44,10100.0,10.0,2000000000.0,0.5556,888888888.8888888,1111111111.1111112,0.4444,0.5556,42.8156
496,3,Light,1,1,41.84,46.6693,,4829.29,4730.0,89.29,7.71,10.0,10.0,300000000.0,0.7143,85714285.71428572,214285714.2857143,0.2857,0.7143,41.9571
358,5,Heavy,1,0,31.49,46.8395,,15349.53,5400.0,1149.53,761.43,8800.0,10.0,2000000000.0,0.4286,1142857142.8571427,857142857.1428571,0.5714,0.4286,40.9116
442,0,Medium,1,1,37.85,46.8981,,9048.14,3760.0,508.14,248.0,4780.0,10.0,1000000000.0,0.5,500000000.0,500000000.0,0.5,0.5,43.0656
379,2,Heavy,1,1,31.83,46.9036,,15073.64,3360.0,673.64,650.0,11040.0,10.0,2000000000.0,0.6667,666666666.6666667,1333333333.3333333,0.3333,0.6667,43.7322
471,5,Light,1,1,40.9,46.9295,,6029.53,5920.0,99.53,7.6,10.0,10.0,300000000.0,0.7,90000000.00000001,210000000.0,0.3,0.7,41.5248
517,0,Light,1,1,44.28,47.089,,2809.04,2600.0,199.04,4.91,10.0,10.0,300000000.0,0.3636,190909090.9090909,109090909.0909091,0.6364,0.3636,45.9526
422,3,Medium,1,0,35.86,47.1137,,11253.73,3290.0,453.73,548.67,7510.0,5.0,1000000000.0,0.5556,444444444.4444444,555555555.5555556,0.4444,0.5556,44.1181
427,4,Heavy,1,0,37.21,47.2942,,10084.17,3660.0,804.17,585.2,5620.0,10.0,2000000000.0,0.6,800000000.0,1200000000.0,0.4,0.6,43.5163
397,5,Medium,1,0,33.29,47.3295,,14039.53,4330.0,409.53,297.2,9300.0,10.0,1000000000.0,0.6,400000000.0,600000000.0,0.4,0.6,42.8136
371,1,Heavy,1,0,31.78,47.6054,,15825.37,2270.0,1095.37,443.82,12460.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,44.8021
479,0,Medium,1,0,41.16,47.789,,6629.04,1490.0,709.04,297.2,4430.0,5.0,1000000000.0,0.3,700000000.0,300000000.0,0.7,0.3,47.1309
417,2,Heavy,1,0,34.63,47.9945,,13364.55,1860.0,1094.55,807.45,10410.0,10.0,2000000000.0,0.4545,1090909090.9090908,909090909.090909,0.5455,0.4545,46.6509
423,3,Heavy,1,0,35.86,48.0228,,12162.83,2350.0,912.83,1935.09,8900.0,5.0,2000000000.0,0.5455,909090909.0909091,1090909090.9090908,0.4545,0.5455,45.9193
428,4,Heavy,1,1,37.21,48.0214,,10811.44,3920.0,731.44,1129.64,6160.0,10.0,2000000000.0,0.6364,727272727.2727273,1272727272.7272727,0.3636,0.6364,45.0924
