sim_time,tasks_done_interval,tasks_local,tasks_offloaded,mean_lat_all_ms,mean_lat_local_ms,mean_lat_edge_ms,p95_lat_all_ms,ucb_reward_mean,ucb_reward_cumulative,ucb_regret_cumulative,total_user_qlen,total_edge_qlen,u0_qlen,u1_qlen,u2_qlen,u3_qlen,u4_qlen,u5_qlen,e0_qlen,e0_busy,e0_txbuf,e0_load,e1_qlen,e1_busy,e1_txbuf,e1_load
1.0,159,16,143,41.45,30.0,42.73,90.0,0.9171,145.82,13.18,0,0,0,0,0,0,0,0,0,0,45,45,0,0,95,95
2.0,375,157,218,110.19,86.31,127.39,1003.0,0.7925,443.0,91.0,0,0,0,0,0,0,0,0,0,0,173,173,0,0,76,76
3.01,715,451,264,171.05,119.91,258.41,1658.0,0.775,997.14,251.86,0,0,0,0,0,0,0,0,0,0,156,156,0,0,59,59
4.01,464,282,182,407.26,303.05,568.74,2958.5,0.6472,1297.4599,415.5401,0,0,0,0,0,0,0,0,0,0,136,136,0,0,44,44
5.01,553,347,206,402.06,291.59,588.16,3560.0,0.7158,1693.3199,572.6801,0,0,0,0,0,0,0,0,0,0,114,114,0,0,35,35
6.01,627,398,229,373.11,294.27,510.13,4590.0,0.7716,2177.0999,715.9001,0,0,0,0,0,0,0,0,0,0,111,111,0,0,25,25
7.01,700,446,254,408.29,282.2,629.69,4990.5,0.7695,2715.7199,877.2801,0,0,0,0,0,0,0,0,0,0,76,76,0,0,19,19
8.01,665,432,233,475.34,395.93,622.58,5940.0,0.7787,3233.5599,1024.4401,0,0,0,0,0,0,0,0,0,0,60,60,0,0,14,14
9.01,589,385,204,308.2,276.73,367.6,90.0,0.8336,3724.5598,1122.4402,0,0,0,0,0,0,0,0,0,0,55,55,0,0,13,13
10.01,630,414,216,314.19,270.63,397.69,100.0,0.8438,4256.1798,1220.8202,0,0,0,0,0,0,0,0,0,0,45,45,0,0,11,11
11.01,605,397,208,49.95,60.76,29.33,80.0,0.9001,4800.7398,1281.2602,0,0,0,0,0,0,0,0,0,0,45,45,0,0,11,11
12.01,615,398,217,685.72,629.17,789.45,9800.0,0.7841,5282.9398,1414.0602,0,0,0,0,0,0,0,0,0,0,40,40,0,0,2,2
13.01,636,410,226,626.23,548.24,767.7,10780.0,0.8032,5793.7597,1539.2403,0,0,0,0,0,0,0,0,0,0,28,28,0,0,2,2
14.01,554,366,188,208.59,195.96,233.19,90.0,0.8768,6279.4997,1607.5003,0,0,0,0,0,0,0,0,0,0,22,22,0,0,2,2
15.01,662,421,241,468.41,407.1,575.52,110.0,0.8375,6833.9197,1715.0803,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2
16.01,522,345,177,48.43,58.41,28.98,90.0,0.9031,7305.3597,1765.6403,0,0,0,0,0,0,0,0,0,0,11,11,0,0,2,2
17.01,471,307,164,252.0,267.26,223.41,80.0,0.8791,7719.3997,1822.6003,0,0,0,0,0,0,0,0,0,0,12,12,0,0,2,2
18.0,591,385,206,50.36,60.73,30.97,90.0,0.8993,8250.8796,1882.1204,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2
19.0,511,333,178,48.26,59.04,28.09,90.0,0.9035,8712.5596,1931.4404,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,2
20.0,558,366,192,258.62,272.32,232.5,80.0,0.8828,9205.1396,1996.8604,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
21.0,532,345,187,46.45,56.35,28.18,80.0,0.9071,9687.7196,2046.2804,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
22.0,547,355,192,47.59,57.83,28.65,80.0,0.9048,10182.6596,2098.3404,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
23.0,552,365,187,318.59,289.97,374.44,80.0,0.8821,10669.5795,2163.4205,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
24.0,587,375,212,51.02,62.05,31.51,90.0,0.898,11196.6795,2223.3205,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
25.0,470,307,163,46.7,56.42,28.4,80.0,0.9066,11622.7795,2267.2205,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
26.0,571,367,204,269.96,195.18,404.51,90.0,0.885,12128.1395,2332.8605,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
27.0,621,408,213,49.95,60.32,30.09,90.0,0.9001,12687.0995,2394.9005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
28.0,537,349,188,47.21,57.51,28.09,80.0,0.9056,13173.3994,2445.6006,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
29.0,575,372,203,49.86,60.03,31.23,80.0,0.9003,13691.0594,2502.9406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
